"season","week","offense_team","games_played","total_plays","pass_plays","run_plays","pass_rate","avg_yards_per_play","avg_yards_per_pass","avg_yards_per_run","avg_epa_per_play","avg_epa_pass","avg_epa_run","success_rate","explosive_play_rate","stuff_rate","sack_rate","turnovers_lost","turnover_rate","touchdowns","third_down_attempts","third_down_conversions","third_down_rate","red_zone_plays","red_zone_tds","red_zone_td_rate","two_min_plays","two_min_epa","plays_per_game","seconds_per_play","roll3_epa","roll3_success_rate","roll3_explosive_rate","roll3_third_down","roll3_red_zone_td","roll3_pace","composite_epa","epa_rank","pass_epa_rank","run_epa_rank","success_rank","third_down_rank","red_zone_rank"
2025,10,"DEN",1,55,30,25,0.545454545454545,4.03636363636364,4.53333333333333,3.44,-0.252276867243143,-0.352524195608099,-0.131980073205195,0.4,0.0363636363636364,0.363636363636364,0.0666666666666667,2,0.0363636363636364,1,15,5,0.333333333333333,6,1,0.166666666666667,6,0.0941591835580766,55,NA,0.0020018787856601,0.422678396871945,0.0935483870967742,0.434920634920635,0.116161616161616,57.3333333333333,-0.264306546646938,1,1,1,1,1,2
2025,10,"LV",1,55,31,24,0.563636363636364,3.38181818181818,3.67741935483871,3,-0.347056477635583,-0.482420299572391,-0.172211540967207,0.345454545454545,0.0545454545454545,0.381818181818182,0.193548387096774,1,0.0181818181818182,1,15,4,0.266666666666667,3,1,0.333333333333333,3,-0.182474569436939,55,NA,-0.309426879706,0.329087485019688,0.0464304057524396,0.322222222222222,NA,48,-0.358336796130317,2,2,2,2,2,1
