"season","week","defense_team","def_total_plays","def_avg_yards_per_play","def_avg_epa_per_play","def_success_rate_allowed","def_sacks","def_stuff_rate","def_turnovers_forced","def_turnover_rate","def_explosive_rate_allowed","def_third_down_stops","def_third_down_rate","def_red_zone_tds_allowed","def_red_zone_stops","def_red_zone_td_rate","def_roll3_epa","def_roll3_success_rate","def_roll3_third_down","composite_epa_allowed","def_epa_rank","def_success_rank","def_turnover_rank","def_third_down_rank"
2025,9,"ARI",63,5.19047619047619,-0.106923515868279,0.444444444444444,5,0.349206349206349,3,0.0476190476190476,0.0952380952380952,7,0.583333333333333,1,11,0.0833333333333333,0.0377979903708334,0.486719576719577,0.594444444444444,-0.106923515868279,7,11,3.5,12.5
2025,9,"ATL",65,5.13846153846154,0.0134193950303018,0.446153846153846,6,0.292307692307692,2,0.0307692307692308,0.0769230769230769,4,0.333333333333333,3,9,0.25,0.0892635898542556,0.482051282051282,0.396825396825397,0.0134193950303018,12,12,7,27
2025,9,"BAL",59,5.6271186440678,-0.145043890100295,0.406779661016949,2,0.322033898305085,2,0.0338983050847458,0.101694915254237,10,0.833333333333333,0,6,0,-0.0313519560878177,0.442055805372997,0.644444444444444,-0.145043890100295,5,8,5,3
2025,9,"BUF",57,5.3859649122807,0.0720240201235004,0.421052631578947,3,0.456140350877193,1,0.0175438596491228,0.140350877192982,10,0.769230769230769,2,10,0.166666666666667,-0.0735064573519702,0.424325236167341,0.662975912975913,0.0720240201235004,15,10,11,6
2025,9,"CAR",63,5.85714285714286,0.0425245281032416,0.507936507936508,1,0.26984126984127,2,0.0317460317460317,0.0952380952380952,6,0.461538461538462,1,14,0.0666666666666667,0.0435655703805135,0.430855126647061,0.465534465534466,0.0425245281032416,13,19.5,6,20.5
2025,9,"CHI",63,7.90476190476191,0.316261534424811,0.507936507936508,3,0.301587301587302,3,0.0476190476190476,0.174603174603175,4,0.444444444444444,2,6,0.25,0.067656568200715,0.456693121693122,0.57037037037037,0.316261534424811,25,19.5,3.5,23
2025,9,"CIN",76,7.55263157894737,0.445446723267141,0.552631578947368,2,0.263157894736842,0,0,0.157894736842105,7,0.466666666666667,4,14,0.222222222222222,0.384110663024091,0.548944825832698,0.433333333333333,0.445446723267141,28,24,24,18
2025,9,"DAL",63,5.41269841269841,0.113321308813099,0.476190476190476,5,0.349206349206349,0,0,0.0952380952380952,6,0.461538461538462,3,9,0.25,0.0748589552886856,0.483405483405483,0.484203296703297,0.113321308813099,20,13,24,20.5
2025,9,"DEN",69,3.49275362318841,-0.202843116405166,0.27536231884058,4,0.420289855072464,0,0,0.0289855072463768,14,0.823529411764706,0,12,0,-0.038518065983839,0.36380968134604,0.700916730328495,-0.202843116405166,2,1,24,4
2025,9,"DET",52,4.69230769230769,-0.1022096670818,0.384615384615385,5,0.403846153846154,1,0.0192307692307692,0.115384615384615,7,0.636363636363636,3,8,0.272727272727273,-0.0847207775795187,0.418173780242746,0.647306397306397,-0.1022096670818,8,6,9,9
2025,9,"GB",53,4.9811320754717,0.0838771649539064,0.490566037735849,1,0.283018867924528,1,0.0188679245283019,0.0754716981132075,6,0.6,1,12,0.0769230769230769,-0.0468014032080558,0.430377877731695,0.653846153846154,0.0838771649539064,16,15,10,10.5
2025,9,"HOU",62,4.40322580645161,-0.090001143243883,0.32258064516129,1,0.419354838709677,1,0.0161290322580645,0.0806451612903226,9,0.6,0,1,0,-0.125175613387078,0.352981427174976,0.7,-0.090001143243883,9,3,16.5,10.5
2025,9,"IND",58,3.91379310344828,-0.136393066126675,0.396551724137931,2,0.362068965517241,1,0.0172413793103448,0,7,0.7,3,15,0.166666666666667,-0.0551173685952823,0.423798685962125,0.6,-0.136393066126675,6,7,12.5,8
2025,9,"JAX",59,5.32203389830508,0.0874788453726017,0.508474576271186,2,0.322033898305085,1,0.0169491525423729,0.0847457627118644,3,0.3,3,9,0.25,0.0803257975324977,0.445583479446717,0.662289562289562,0.0874788453726017,17,21,14,28
2025,9,"KC",63,6.42857142857143,0.23137387021058,0.555555555555556,3,0.142857142857143,0,0,0.142857142857143,5,0.416666666666667,3,4,0.428571428571429,-0.201509164004484,0.366884531590414,0.611111111111111,0.23137387021058,22,25,24,25
2025,9,"LA",39,5.74358974358974,-0.3207671691377,0.307692307692308,1,0.282051282051282,2,0.0512820512820513,0.102564102564103,7,0.777777777777778,1,5,0.166666666666667,-0.274423931920571,0.369243453147563,0.722004357298475,-0.3207671691377,1,2,2,5
2025,9,"LAC",44,4.68181818181818,-0.177239241755991,0.363636363636364,4,0.386363636363636,0,0,0.159090909090909,8,0.888888888888889,0,6,0,-0.055565994260965,0.389168278529981,0.705387205387205,-0.177239241755991,3,5,24,2
2025,9,"LV",74,4.7972972972973,0.112144003193146,0.5,1,0.297297297297297,1,0.0135135135135135,0.0945945945945946,7,0.4375,3,22,0.12,0.00794688990103145,0.46205321996536,0.521291208791209,0.112144003193146,19,17.5,19,24
2025,9,"MIA",52,6.48076923076923,0.267010360533067,0.519230769230769,2,0.211538461538462,0,0,0.173076923076923,6,0.545454545454545,4,6,0.4,-0.0627034245876322,0.389988687782805,0.666666666666667,0.267010360533067,23,23,24,15
2025,9,"MIN",62,4.91935483870968,-0.00707745663285692,0.354838709677419,5,0.370967741935484,1,0.0161290322580645,0.0645161290322581,12,0.705882352941177,1,9,0.1,0.148876103032395,0.419698009608785,0.589839572192513,-0.00707745663285692,11,4,16.5,7
