"week","game","home_team","away_team","home_base_epa","away_base_epa","home_adjusted_epa","away_adjusted_epa","net_home_advantage","projected_margin","projected_total","estimated_pace","weather_impact","is_dome","home_days_rest","away_days_rest","is_thursday","total_weather_adj","total_injury_adj","total_rest_adj","third_down_rate_home","red_zone_td_rate_home","plays_per_game_home","third_down_rate_away","red_zone_td_rate_away","plays_per_game_away","def_third_down_rate_home_def","def_red_zone_td_rate_home_def","def_third_down_rate_away_def","def_red_zone_td_rate_away_def"
9,"BAL at MIA","MIA","BAL",0,0,0,0,0,1,45,55.5,0,FALSE,18,32,TRUE,0,0,-1.5,0.166666666666667,0,59,0.454545454545455,0.4,52,0.545454545454545,0.4,0.833333333333333,0
9,"CHI at CIN","CIN","CHI",0,0,0,0,0,2.5,45,69.5,0,FALSE,7,7,FALSE,0,0,0,0.555555555555556,0.25,63,0.533333333333333,0.222222222222222,76,0.466666666666667,0.222222222222222,0.444444444444444,0.25
9,"MIN at DET","DET","MIN",0,0,0,0,0,3,45,57,0,FALSE,13,10,FALSE,0,0,0.5,0.294117647058824,0.1,62,0.363636363636364,0.272727272727273,52,0.636363636363636,0.272727272727273,0.705882352941177,0.1
9,"CAR at GB","GB","CAR",0,0,0,0,0,4,45,58,0,FALSE,21,14,FALSE,0,0,1.5,0.538461538461538,0.0666666666666667,63,0.4,0.0769230769230769,53,0.6,0.0769230769230769,0.461538461538462,0.0666666666666667
9,"DEN at HOU","HOU","DEN",0,0,0,0,0,1,45,65.5,0,FALSE,7,21,FALSE,0,0,-1.5,0.176470588235294,0,69,0.4,0,62,0.6,0,0.823529411764706,0
9,"ATL at NE","NE","ATL",0,0,0,0,0,1,45,59,0,FALSE,7,14,FALSE,0,0,-1.5,0.666666666666667,0.25,65,0.1,0.230769230769231,53,0.9,0.230769230769231,0.333333333333333,0.25
9,"SF at NYG","NYG","SF",0,0,0,0,0,4,45,56,0,FALSE,24,7,FALSE,0,0,1.5,0.416666666666667,0.333333333333333,54,0.5,0.307692307692308,58,0.5,0.307692307692308,0.583333333333333,0.333333333333333
9,"IND at PIT","PIT","IND",0,0,0,0,0,1,45,65,0,FALSE,7,14,FALSE,0,0,-1.5,0.3,0.166666666666667,58,0.428571428571429,0.2,72,0.571428571428571,0.2,0.7,0.166666666666667
9,"LAC at TEN","TEN","LAC",0,0,0,0,0,1,45,53.5,0,FALSE,14,21,FALSE,0,0,-1.5,0.111111111111111,0,44,0.538461538461538,0.3,63,0.461538461538462,0.3,0.888888888888889,0
9,"NO at LA","LA","NO",0,0,0,0,0,4,45,55.5,0,FALSE,31,14,FALSE,0,0,1.5,0.538461538461538,0.235294117647059,72,0.222222222222222,0.166666666666667,39,0.777777777777778,0.166666666666667,0.461538461538462,0.235294117647059
9,"JAX at LV","LV","JAX",0,0,0,0,0,1,45,66.5,0,FALSE,21,35,FALSE,0,0,-1.5,0.7,0.25,59,0.5625,0.12,74,0.4375,0.12,0.3,0.25
9,"KC at BUF","BUF","KC",0,0,0,0,0,2.5,45,60,0,FALSE,28,27,FALSE,0,0,0,0.583333333333333,0.428571428571429,63,0.230769230769231,0.166666666666667,57,0.769230769230769,0.166666666666667,0.416666666666667,0.428571428571429
9,"SEA at WAS","WAS","SEA",0,0,0,0,0,2.5,45,54,0,FALSE,20,21,FALSE,0,0,0,0.461538461538462,0.2,61,0.636363636363636,0.4,47,0.363636363636364,0.4,0.538461538461538,0.2
9,"ARI at DAL","DAL","ARI",0,0,0,0,0,1,45,63,0,TRUE,15,22,FALSE,0,0,-1.5,0.416666666666667,0.0833333333333333,63,0.538461538461538,0.25,63,0.461538461538462,0.25,0.583333333333333,0.0833333333333333
