"season","week","defense_team","def_total_plays","def_avg_yards_per_play","def_avg_epa_per_play","def_success_rate_allowed","def_sacks","def_stuff_rate","def_turnovers_forced","def_turnover_rate","def_explosive_rate_allowed","def_third_down_stops","def_third_down_rate","def_red_zone_tds_allowed","def_red_zone_stops","def_red_zone_td_rate","def_roll3_epa","def_roll3_success_rate","def_roll3_third_down","composite_epa_allowed","def_epa_rank","def_success_rank","def_turnover_rank","def_third_down_rank"
2025,5,"LAC",51,7.27450980392157,0.159225046002965,0.568627450980392,1,0.313725490196078,1,0.0196078431372549,0.176470588235294,4,0.666666666666667,2,8,0.2,-0.0439650977089121,0.411764705882353,0.682051282051282,0.159225046002965,21,25,13,6.5
2025,5,"LV",61,5.22950819672131,0.2768333146738,0.508196721311475,0,0.262295081967213,0,0,0.0655737704918033,2,0.2,6,16,0.272727272727273,0.15597861321571,0.477958890236863,0.402314814814815,0.2768333146738,24,21,23.5,28
2025,5,"MIA",60,6.73333333333333,0.136640719806523,0.45,3,0.25,2,0.0333333333333333,0.15,6,0.545454545454545,3,8,0.272727272727273,0.201458357423734,0.542857142857143,0.518518518518518,0.136640719806523,20,9,7,16
2025,5,"MIN",65,4.93846153846154,0.00736937651661165,0.4,2,0.369230769230769,0,0,0.107692307692308,12,0.8,2,14,0.125,-0.233430706607762,0.41531279178338,0.783333333333333,0.00736937651661165,10,6,23.5,2
2025,5,"NE",59,5.91525423728814,-0.0137397511008784,0.491525423728814,1,0.220338983050847,3,0.0508474576271186,0.11864406779661,4,0.444444444444444,2,11,0.153846153846154,-0.0470617581131424,0.487035281103078,0.570767195767196,-0.0137397511008784,8,16,4,23
2025,5,"NO",68,4.89705882352941,-0.283237778175937,0.470588235294118,1,0.235294117647059,5,0.0735294117647059,0.0441176470588235,7,0.7,3,7,0.3,-0.0151747950295895,0.459928782833888,0.693650793650794,-0.283237778175937,2,13,2,4
2025,5,"NYG",60,5.55,0.0741706033311322,0.466666666666667,0,0.316666666666667,0,0,0.0833333333333333,8,0.533333333333333,0,8,0,0.0267912191699508,0.456481481481481,0.532756132756133,0.0741706033311322,15,12,23.5,17.5
2025,5,"NYJ",54,7.44444444444444,0.329754552120905,0.462962962962963,1,0.314814814814815,0,0,0.12962962962963,6,0.5,2,6,0.25,0.146479645188357,0.393240234770289,0.60955710955711,0.329754552120905,26,11,23.5,19
2025,5,"PHI",69,5.20289855072464,0.083089097939985,0.492753623188406,2,0.289855072463768,0,0,0.0869565217391304,10,0.666666666666667,2,6,0.25,-0.0528573261637644,0.442855705083966,0.711965811965812,0.083089097939985,16,17,23.5,6.5
2025,5,"SEA",57,7.50877192982456,0.400960906222411,0.508771929824561,1,0.210526315789474,0,0,0.140350877192982,4,0.363636363636364,4,8,0.333333333333333,0.0433169476568322,0.425612123176931,0.543434343434343,0.400960906222411,28,22,23.5,26
2025,5,"SF",62,7.29032258064516,0.0559912671422207,0.548387096774194,1,0.306451612903226,2,0.032258064516129,0.145161290322581,6,0.6,3,9,0.25,0.0511657110963661,0.470243244992967,0.636507936507936,0.0559912671422207,14,24,9.5,14
2025,5,"TB",53,8.32075471698113,0.368795601917794,0.60377358490566,0,0.188679245283019,2,0.0377358490566038,0.132075471698113,3,0.333333333333333,4,6,0.4,0.0284512220661846,0.483301769218386,0.567821067821068,0.368795601917794,27,27,6,27
2025,5,"TEN",62,5.7741935483871,-0.0412140019667981,0.387096774193548,3,0.274193548387097,2,0.032258064516129,0.112903225806452,8,0.533333333333333,3,5,0.375,0.16746986286292,0.452062561094819,0.615873015873016,-0.0412140019667981,6,3,9.5,17.5
2025,5,"WAS",63,5.34920634920635,-0.140444676581602,0.396825396825397,5,0.26984126984127,2,0.0317460317460317,0.0952380952380952,7,0.4375,1,8,0.111111111111111,0.0572914978582606,0.421465706045624,0.559253246753247,-0.140444676581602,5,5,11.5,25
